Year,Sex,Name,Count
1984,B,Jodie,1
1984,B,John-Christophe,1
1984,B,John-Peter,1
1984,B,John-Ross,1
1984,B,Johnandrew,1
1984,B,Johnnie,1
1984,B,Jonah,1
1984,B,Jonathen,1
1984,B,Jonross,1
1984,B,Jordon,1
1984,B,Jozef,1
1984,B,Jude,1
1984,B,Jugdeep,1
1984,B,Jujar,1
1984,B,Julius,1
1984,B,Jun,1
1984,B,Junaid,1
1984,B,Jurgen,1
1984,B,Justin-Beau,1
1984,B,Juvan,1
1984,B,Kaan,1
1984,B,Kahlid,1
1984,B,Kalvin,1
1984,B,Kameran,1
1984,B,Kantenda,1
1984,B,Karim,1
1984,B,Kaz,1
1984,B,Kelvyn,1
1984,B,Kenvyn,1
1984,B,Kenzie,1
1984,B,Kerrian,1
1984,B,Kerron,1
1984,B,Kevin-Anthony,1
1984,B,Khai,1
1984,B,Khaleel,1
1984,B,Khalifa,1
1984,B,Khalil,1
1984,B,Kham,1
1984,B,Khushaal,1
1984,B,Kian,1
1984,B,Kidnue,1
1984,B,Kieran-Xavier,1
1984,B,Kierean,1
1984,B,Kiernen,1
1984,B,Kim,1
1984,B,Kin,1
1984,B,Kirtonraj,1
1984,B,Kofi,1
1984,B,Kok,1
1984,B,Konrad,1
1984,B,Kriss,1
1984,B,Kristiaan,1
1984,B,Kristian,1
1984,B,Krysto,1
1984,B,Kulvinder,1
1984,B,Kunal,1
1984,B,Kurtis,1
1984,B,Kwabena,1
1984,B,Kyran,1
1984,B,Lae,1
1984,B,Lai-Tim,1
1984,B,Laith,1
1984,B,Layth,1
1984,B,Lea,1
1984,B,Lee-Stuart,1
1984,B,Leif,1
1984,B,Leith,1
1984,B,Leopold,1
1984,B,Leslie-Wills,1
1984,B,Lindsey,1
1984,B,Lionel,1
1984,B,Lliam,1
1984,B,Lockland,1
1984,B,Lorenzo,1
1984,B,Lori,1
1984,B,Lorna,1
1984,B,Lotfi,1
1984,B,Louie,1
1984,B,Lucas,1
1984,B,Luciano,1
1984,B,Lucky,1
1984,B,Luqmaan,1
1984,B,Lyall,1
1984,B,Lyndon,1
1984,B,Madeleine,1
1984,B,Magdie,1
1984,B,Magid,1
1984,B,Mahdi,1
1984,B,Mahesh,1
1984,B,Maitland,1
1984,B,Manhel,1
1984,B,Manjinder,1
1984,B,Manmohan,1
1984,B,Mansoor,1
1984,B,Mansour,1
1984,B,Maqsood,1
1984,B,Marcos,1
1984,B,Marec,1
1984,B,Marie,1
1984,B,Mark-Anthony,1
1984,B,Mark-James,1
1984,B,Marshall,1
1984,B,Martain,1
1984,B,Masood,1
1984,B,Mathu,1
1984,B,Matthew-Andrew,1
1984,B,Matthew-John,1
1984,B,Matthias,1
1984,B,Mazin,1
1984,B,Mcgregor,1
1984,B,Melville,1
1984,B,Melvin,1
1984,B,Merlin,1
1984,B,Michal,1
1984,B,Micheal,1
1984,B,Michel,1
1984,B,Mihael,1
1984,B,Miller,1
1984,B,Milo,1
1984,B,Mirza,1
1984,B,Mo,1
1984,B,Mohamad,1
1984,B,Mohannad,1
1984,B,Mohd,1
1984,B,Mohsin,1
1984,B,Monar,1
1984,B,Morad,1
1984,B,Morton,1
1984,B,Motiur,1
1984,B,Mudassak,1
1984,B,Muhizi,1
1984,B,Muir,1
1984,B,Mujeeb,1
1984,B,Munroop,1
1984,B,Munzar,1
1984,B,Murad,1
1984,B,Murat,1
1984,B,Murdoch,1
1984,B,Murrie,1
1984,B,Musibau,1
1984,B,Mustafa,1
1984,B,Mutaz,1
1984,B,My,1
1984,B,Nabeil,1
1984,B,Nader,1
1984,B,Nafees,1
1984,B,Nairn,1
1984,B,Naoufal,1
1984,B,Naresh,1
1984,B,Narin,1
1984,B,Naseem,1
1984,B,Nasim,1
1984,B,Nassar,1
1984,B,Nathaniel,1
1984,B,Navaz,1
1984,B,Navdeep,1
1984,B,Naveen,1
1984,B,Nawazash,1
1984,B,Nazar,1
1984,B,Neilly,1
1984,B,Nial,1
1984,B,Nicoll,1
1984,B,Nigel,1
1984,B,Nikholas,1
1984,B,Nikko,1
1984,B,Nils,1
1984,B,Nisar,1
1984,B,Nissar,1
1984,B,Niteen,1
1984,B,Nizar,1
1984,B,Noel,1
1984,B,Nouman,1
1984,B,Nurul,1
1984,B,Nye,1
1984,B,Omeed,1
1984,B,Omer,1
1984,B,Omid,1
1984,B,Omran,1
1984,B,Opreet,1
1984,B,Orazio,1
1984,B,Osama,1
1984,B,Osmaan,1
1984,B,Osman,1
1984,B,Ottavio,1
1984,B,Ou,1
1984,B,Pak,1
1984,B,Pamesh,1
1984,B,Pang,1
1984,B,Paramjeet,1
1984,B,Pasquale,1
1984,B,Pat,1
1984,B,Paul-Ivor,1
1984,B,Pavan,1
1984,B,Pervez,1
1984,B,Peter-Patrick,1
1984,B,Pharic,1
1984,B,Pharvez,1
1984,B,Phelan,1
1984,B,Phineas,1
1984,B,Pierangelo,1
1984,B,Pierre,1
1984,B,Polyhronis,1
1984,B,Prinesh,1
1984,B,Qadir,1
1984,B,Qaisar,1
1984,B,Qashaf,1
1984,B,Qayyum,1
1984,B,Qazi,1
1984,B,Quintus,1
1984,B,R,1
1984,B,Raaft,1
1984,B,Raemond,1
1984,B,Rafa,1
1984,B,Rafie,1
1984,B,Ragavan,1
1984,B,Raheem,1
1984,B,Raivinder,1
1984,B,Raja,1
1984,B,Rajan,1
1984,B,Rajiv,1
1984,B,Ramdan,1
1984,B,Ramy,1
1984,B,Rana,1
1984,B,Rangi,1
1984,B,Ranjit,1
1984,B,Rankin,1
1984,B,Ranvir,1
1984,B,Raqif,1
1984,B,Rasel,1
1984,B,Rashid,1
1984,B,Rashpal,1
1984,B,Rauri,1
1984,B,Ray,1
1984,B,Reeve,1
1984,B,Rehman,1
1984,B,Remzi,1
1984,B,Rennie,1
1984,B,Rhodri,1
1984,B,Rhuari,1
1984,B,Rhuaridh,1
1984,B,Rhyan,1
1984,B,Riccardo,1
1984,B,Richardson,1
1984,B,Ricki,1
1984,B,Rikky,1
1984,B,Riza,1
1984,B,Rizvan,1
1984,B,Robert-Lee,1
1984,B,Roberto,1
1984,B,Rocco,1
1984,B,Rodric,1
1984,B,Rogan,1
1984,B,Rohit,1
1984,B,Roman,1
1984,B,Romeen,1
1984,B,Rorie,1
1984,B,Rowland,1
1984,B,Royce,1
1984,B,Ruairiadh,1
1984,B,Ruan,1
1984,B,Rudolf,1
1984,B,Rupert,1
1984,B,Saad,1
1984,B,Saahil,1
1984,B,Sacha,1
1984,B,Sahd,1
1984,B,Sahil,1
1984,B,Sahim,1
1984,B,Saiad,1
1984,B,Said,1
1984,B,Saidi,1
1984,B,Sajiad,1
1984,B,Sajjid,1
1984,B,Sakib,1
1984,B,Salim,1
1984,B,Salman,1
1984,B,Samer,1
1984,B,Sami,1
1984,B,Samim,1
1984,B,Samm,1
1984,B,Sandesh,1
1984,B,Sandro,1
1984,B,Saqib,1
1984,B,Sarah,1
1984,B,Sardar,1
1984,B,Satnam,1
1984,B,Satvinder,1
1984,B,Saul,1
1984,B,Saven,1
1984,B,Sayed,1
1984,B,Seamus,1
1984,B,See,1
1984,B,Sergio,1
1984,B,Seth,1
1984,B,Shaan,1
1984,B,Shabaz,1
1984,B,Shabbir,1
1984,B,Shabir,1
1984,B,Shahab,1
1984,B,Shahbaz,1
1984,B,Shahid,1
1984,B,Shahin,1
1984,B,Shahjahan,1
1984,B,Shahzad,1
1984,B,Shakti,1
1984,B,Shamsul,1
1984,B,Shao,1
1984,B,Sharif,1
1984,B,Sharon,1
1984,B,Shazad-Ur,1
1984,B,Shekil,1
1984,B,Sheraz,1
1984,B,Shezad,1
1984,B,Shiar,1
1984,B,Shiraz,1
1984,B,Shoaib,1
1984,B,Showiab,1
1984,B,Shue,1
1984,B,Shuhab,1
1984,B,Sigfrid,1
1984,B,Sijad,1
1984,B,Silas,1
1984,B,Simon-Peter,1
1984,B,Simritjiv,1
1984,B,Sirfraz,1
1984,B,Sohaib,1
1984,B,Soloman,1
1984,B,Solvi,1
1984,B,Somava,1
1984,B,Somhairle,1
1984,B,Stein,1
1984,B,Subhashis,1
1984,B,Suchnaam,1
1984,B,Sudhir,1
1984,B,Sukh,1
1984,B,Sukhdeep,1
1984,B,Sukhjinder,1
1984,B,Suleman,1
1984,B,Suneil,1
1984,B,Surena,1
1984,B,Surjit,1
1984,B,Surya,1
1984,B,Sutherland,1
1984,B,Sven,1
1984,B,Swein,1
1984,B,Syahiduddin,1
1984,B,Syam,1
1984,B,Syd,1
1984,B,Sydney,1
1984,B,Symond,1
1984,B,Taif,1
1984,B,Takeshi,1
1984,B,Talha,1
1984,B,Tamer,1
1984,B,Tamim,1
1984,B,Tamlin,1
1984,B,Tanvir,1
1984,B,Tarek,1
1984,B,Tarig,1
1984,B,Tarik,1
1984,B,Taryn,1
1984,B,Taurean,1
1984,B,Tauseef,1
1984,B,Taylor,1
1984,B,Terrance,1
1984,B,Thierry,1
1984,B,Tiong,1
1984,B,Tobias,1
1984,B,Toby,1
1984,B,Tomaz,1
1984,B,Tomie,1
1984,B,Tor,1
1984,B,Torquil,1
1984,B,Trchin,1
1984,B,Tristen,1
1984,B,Tristin,1
1984,B,Tristram,1
1984,B,Troy,1
1984,B,Truan,1
1984,B,Trystan,1
1984,B,Tushar,1
1984,B,Uilleam,1
1984,B,Unati,1
1984,B,Uqbah,1
1984,B,Uriel,1
1984,B,Uzoma,1
1984,B,Vajahat,1
1984,B,Varinder,1
1984,B,Varyck,1
1984,B,Vaseem,1
1984,B,Vasilios,1
1984,B,Vasos,1
1984,B,Vasudevan,1
1984,B,Vaughn,1
1984,B,Veikko,1
1984,B,Vernon,1
1984,B,Vidhan,1
1984,B,Vidhath,1
1984,B,Viesturs,1
1984,B,Viney,1
1984,B,Vishnu,1
1984,B,Wade,1
1984,B,Waheed,1
1984,B,Wahidur,1
1984,B,Wai-Lim,1
1984,B,Walieed,1
1984,B,Wallace,1
1984,B,Wan,1
1984,B,Waqass,1
1984,B,Wheeler,1
1984,B,Willie,1
1984,B,Wiston,1
1984,B,Wolanyo,1
1984,B,Wylie,1
1984,B,Yaseen,1
1984,B,Yasha,1
1984,B,Yasser,1
1984,B,Yen,1
1984,B,Yiu,1
1984,B,Younis,1
1984,B,Yousif,1
1984,B,Yousuf,1
1984,B,Yugi,1
1984,B,Yuri,1
1984,B,Zaid,1
1984,B,Zaki,1
1984,B,Zander,1
1984,B,Zeeshan,1
1984,B,Zeyad,1
1984,B,Zieshan,1
1984,B,Zubair,1
1984,G,Laura,1185
1984,G,Claire,917
1984,G,Jennifer,850
1984,G,Nicola,730
1984,G,Lisa,727
1984,G,Sarah,693
1984,G,Louise,623
1984,G,Michelle,594
1984,G,Emma,528
1984,G,Gemma,508
1984,G,Kirsty,486
1984,G,Fiona,470
1984,G,Gillian,462
1984,G,Karen,398
1984,G,Donna,340
1984,G,Lynsey,330
1984,G,Victoria,307
1984,G,Natalie,291
1984,G,Kelly,280
1984,G,Leanne,273
1984,G,Julie,260
1984,G,Susan,257
1984,G,Amanda,249
1984,G,Pamela,247
1984,G,Lauren,246
1984,G,Joanne,245
1984,G,Angela,244
1984,G,Alison,240
1984,G,Jenna,237
1984,G,Stephanie,235
1984,G,Cheryl,234
1984,G,Catherine,228
1984,G,Stacey,228
1984,G,Elizabeth,226
1984,G,Caroline,223
1984,G,Heather,222
1984,G,Suzanne,222
1984,G,Jacqueline,212
1984,G,Samantha,211
1984,G,Amy,210
1984,G,Deborah,207
1984,G,Lindsay,196
1984,G,Charlene,194
1984,G,Rachel,189
1984,G,Kerry,180
1984,G,Lesley,180
1984,G,Sharon,177
1984,G,Lorna,176
1984,G,Clare,172
1984,G,Ashley,170
1984,G,Elaine,158
1984,G,Kimberley,152
1984,G,Lorraine,151
1984,G,Lynne,150
1984,G,Lynn,148
1984,G,Debbie,140
1984,G,Rebecca,136
1984,G,Helen,135
1984,G,Yvonne,133
1984,G,Diane,126
1984,G,Joanna,126
1984,G,Paula,126
1984,G,Danielle,124
1984,G,Margaret,124
1984,G,Dawn,119
1984,G,Tracy,116
1984,G,Christine,114
1984,G,Linda,112
1984,G,Tracey,108
1984,G,Catriona,107
1984,G,Ruth,106
1984,G,Siobhan,103
1984,G,Jane,98
1984,G,Pauline,97
1984,G,Eilidh,96
1984,G,Hayley,96
1984,G,Mary,96
1984,G,Hazel,95
1984,G,Anna,94
1984,G,Melissa,93
1984,G,Alana,92
1984,G,Katie,92
1984,G,Shona,92
1984,G,Carol,90
1984,G,Jill,90
1984,G,Katherine,88
1984,G,Kathleen,88
1984,G,Kathryn,88
1984,G,Lyndsay,88
1984,G,Andrea,87
1984,G,Lyndsey,87
1984,G,Kim,85
1984,G,Jillian,81
1984,G,Katrina,79
1984,G,Marie,78
1984,G,Anne,76
1984,G,Sara,76
1984,G,Christina,73
1984,G,Lucy,73
1984,G,Melanie,73
1984,G,Mhairi,71
1984,G,Hannah,69
1984,G,Stacy,68
1984,G,Emily,65
1984,G,Kirsten,65
1984,G,Lindsey,65
1984,G,Natasha,65
1984,G,Erin,64
1984,G,Denise,63
1984,G,Vicky,63
1984,G,Zoe,61
1984,G,Wendy,60
1984,G,Carrie,59
1984,G,Jemma,59
1984,G,Rachael,57
1984,G,Leigh,55
1984,G,Gail,54
1984,G,Jade,53
1984,G,Kimberly,53
1984,G,Arlene,52
1984,G,Ashleigh,52
1984,G,Cara,52
1984,G,Leeanne,52
1984,G,Gayle,51
1984,G,Sandra,51
1984,G,Adele,50
1984,G,Charlotte,50
1984,G,Maria,50
1984,G,Nicole,50
1984,G,Nikki,50
1984,G,Ann,49
1984,G,Mandy,49
1984,G,Lee,48
1984,G,Vicki,48
1984,G,Holly,47
1984,G,Carolyn,46
1984,G,Kate,43
1984,G,Aileen,41
1984,G,Julia,41
1984,G,Lianne,41
1984,G,Jayne,40
1984,G,Lynsay,40
1984,G,Frances,39
1984,G,Mairi,38
1984,G,Naomi,37
1984,G,Patricia,37
1984,G,Shelley,37
1984,G,Nichola,36
1984,G,Barbara,35
1984,G,Nadia,35
1984,G,Jodie,34
1984,G,Rhona,34
1984,G,Colette,33
1984,G,Vikki,33
1984,G,Ailsa,32
1984,G,Allison,32
1984,G,Katy,32
1984,G,Kirstin,32
1984,G,Linsey,32
1984,G,Megan,32
1984,G,Sophie,32
1984,G,Aimee,31
1984,G,Alice,30
1984,G,Jaclyn,30
1984,G,Janine,30
1984,G,Judith,30
1984,G,Carla,29
1984,G,Janet,29
1984,G,Lee-Anne,29
1984,G,Tanya,29
1984,G,Ellen,28
1984,G,Kara,28
1984,G,Kerri,28
1984,G,Leah,28
1984,G,Marion,28
1984,G,Morag,28
1984,G,Leona,27
1984,G,Alexandra,26
1984,G,Clair,26
1984,G,Leeann,26
1984,G,Marianne,26
1984,G,Tammy,26
1984,G,Debra,25
1984,G,Lee-Ann,25
1984,G,Bernadette,24
1984,G,Eileen,24
1984,G,Hollie,24
1984,G,Linzi,24
1984,G,Terri,24
1984,G,Alanna,23
1984,G,Diana,23
1984,G,Grace,23
1984,G,Jenny,23
1984,G,Kay,23
1984,G,Kirsteen,23
1984,G,Sarah-Jane,23
1984,G,Sheryl,23
1984,G,Zara,23
1984,G,Alexis,22
1984,G,Carly,22
1984,G,Chloe,22
1984,G,Dionne,22
1984,G,Kerrie,22
1984,G,Louisa,22
1984,G,Nadine,22
1984,G,Theresa,22
1984,G,Dianne,21
1984,G,Georgina,21
1984,G,Geraldine,21
1984,G,Sally,21
1984,G,Alyson,20
1984,G,Audrey,20
1984,G,Eleanor,20
1984,G,Iona,20
1984,G,Isla,20
1984,G,Jean,20
1984,G,Jessica,20
1984,G,Lynda,20
1984,G,Jody,19
1984,G,Kirstie,19
1984,G,Lori,19
1984,G,Maureen,19
1984,G,Valerie,19
1984,G,Allana,18
1984,G,Collette,18
1984,G,Justine,18
1984,G,Lara,18
1984,G,Robyn,18
1984,G,Simone,18
1984,G,Stefanie,18
1984,G,Abigail,17
1984,G,Anne-Marie,17
1984,G,Colleen,17
1984,G,Irene,17
1984,G,Josephine,17
1984,G,Karyn,17
1984,G,Lynette,17
1984,G,Maxine,17
1984,G,Rosemary,17
1984,G,Sonia,17
1984,G,Susannah,17
1984,G,Teresa,17
1984,G,Toni,17
1984,G,Beverley,16
1984,G,Kylie,16
1984,G,Laurie,16
1984,G,Miriam,16
1984,G,Tara,16
1984,G,Anita,15
1984,G,Annmarie,15
1984,G,Charmaine,15
1984,G,Joan,15
1984,G,Johanna,15
1984,G,Michele,15
1984,G,Morven,15
1984,G,Ainsley,14
1984,G,Alicia,14
1984,G,Corinne,14
1984,G,Evelyn,14
1984,G,Jodi,14
1984,G,Katharine,14
1984,G,Mari,14
1984,G,Shirley,14
1984,G,Sian,14
1984,G,Carole,13
1984,G,Erica,13
1984,G,Eve,13
1984,G,Genna,13
1984,G,June,13
1984,G,Keri,13
1984,G,Martine,13
1984,G,Moira,13
1984,G,Rowan,13
1984,G,Stacie,13
1984,G,Annette,12
1984,G,Catrina,12
1984,G,Jacqui,12
1984,G,Jamie,12
1984,G,Lesley-Anne,12
1984,G,Nina,12
1984,G,Sheena,12
1984,G,Sophia,12
1984,G,Teri,12
1984,G,Beth,11
1984,G,Dana,11
1984,G,Faye,11
1984,G,Janette,11
1984,G,Janice,11
1984,G,Joyce,11
1984,G,Kelly-Ann,11
1984,G,Lyn,11
1984,G,Rosalind,11
1984,G,Roslyn,11
1984,G,Sandie,11
1984,G,Sharlene,11
1984,G,Sheila,11
1984,G,Tina,11
1984,G,Veronica,11
1984,G,Vivienne,11
1984,G,Antonia,10
1984,G,Bryony,10
1984,G,Dee,10
1984,G,Esther,10
1984,G,Haley,10
1984,G,Helena,10
1984,G,Isabel,10
1984,G,Jolene,10
1984,G,Kerry-Ann,10
1984,G,Krystal,10
1984,G,Leann,10
1984,G,Leighanne,10
1984,G,Linsay,10
1984,G,Liza,10
1984,G,Lois,10
1984,G,Miranda,10
1984,G,Nazia,10
1984,G,Penny,10
1984,G,Selina,10
1984,G,Sheree,10
1984,G,Vanessa,10
1984,G,Amber,9
1984,G,Annemarie,9
1984,G,April,9
1984,G,Avril,9
1984,G,Carina,9
1984,G,Crystal,9
1984,G,Elisabeth,9
1984,G,Eva,9
1984,G,Francesca,9
1984,G,Heidi,9
1984,G,Ingrid,9
1984,G,Jackie,9
1984,G,Jan,9
1984,G,Johanne,9
1984,G,Julie-Anne,9
1984,G,Kellie,9
1984,G,Lana,9
1984,G,Olivia,9
1984,G,Ria,9
1984,G,Roisin,9
1984,G,Rona,9
1984,G,Sinead,9
1984,G,Susanne,9
1984,G,Verity,9
1984,G,Allyson,8
1984,G,Amie,8
1984,G,Annie,8
1984,G,Brenda,8
1984,G,Candice,8
1984,G,Carol-Ann,8
1984,G,Carolann,8
1984,G,Casey,8
1984,G,Connie,8
1984,G,Elise,8
1984,G,Erika,8
1984,G,Evonne,8
1984,G,Gaynor,8
1984,G,Isabella,8
1984,G,Isobel,8
1984,G,Karla,8
1984,G,Laura-Jane,8
1984,G,Lesley-Ann,8
1984,G,Lucinda,8
1984,G,Roxanne,8
1984,G,Sabrina,8
1984,G,Seonaid,8
1984,G,Sylvia,8
1984,G,Abby,7
1984,G,Ailie,7
1984,G,Angie,7
1984,G,Carol-Anne,7
1984,G,Coleen,7
1984,G,Elspeth,7
1984,G,Felicity,7
1984,G,Hilary,7
1984,G,Karin,7
1984,G,Keira,7
1984,G,Kelly-Anne,7
1984,G,Krystle,7
1984,G,Leigh-Anne,7
1984,G,Liane,7
1984,G,Mariam,7
1984,G,Marina,7
1984,G,Mhari,7
1984,G,Monica,7
1984,G,Niki,7
1984,G,Rowena,7
1984,G,Saira,7
1984,G,Serena,7
1984,G,Shannon,7
1984,G,Shazia,7
1984,G,Sonya,7
1984,G,Tegan,7
1984,G,Aisha,6
1984,G,Alannah,6
1984,G,Alexa,6
1984,G,Bianca,6
1984,G,Bonnie,6
1984,G,Brooke,6
1984,G,Camilla,6
1984,G,Carmen,6
1984,G,Cassandra,6
1984,G,Cherie,6
1984,G,Donna-Marie,6
1984,G,Fallon,6
1984,G,Fern,6
1984,G,Gabrielle,6
1984,G,Gina,6
1984,G,Jay,6
1984,G,Jo-Anne,6
1984,G,Johan,6
1984,G,Julie-Ann,6
1984,G,Katriona,6
1984,G,Kerryann,6
1984,G,Kirstine,6
1984,G,Kristine,6
1984,G,Kristy,6
1984,G,Laura-Ann,6
1984,G,Lindy,6
1984,G,Lydia,6
1984,G,Marissa,6
1984,G,Mechelle,6
1984,G,Morna,6
1984,G,Nicki,6
1984,G,Philippa,6
1984,G,Rebekah,6
1984,G,Roberta,6
1984,G,Sadia,6
1984,G,Shabana,6
1984,G,Sharron,6
1984,G,Shelly,6
1984,G,Tammie,6
1984,G,Tamsin,6
1984,G,Tania,6
1984,G,Vickie,6
1984,G,Wai,6
1984,G,Agnes,5
1984,G,Ann-Marie,5
1984,G,Annabel,5
1984,G,Belinda,5
1984,G,Carolanne,5
1984,G,Caron,5
1984,G,Carrie-Anne,5
1984,G,Ceri,5
1984,G,Christie,5
1984,G,Hailey,5
1984,G,Hanna,5
1984,G,Hazell,5
1984,G,India,5
1984,G,Ishbel,5
1984,G,Jacquelyn,5
1984,G,Jeanette,5
1984,G,Jenifer,5
1984,G,Jo,5
1984,G,Jocelyn,5
1984,G,Joy,5
1984,G,Karina,5
1984,G,Kaye,5
1984,G,Kellyanne,5
1984,G,Krista,5
1984,G,Leigh-Ann,5
1984,G,Lillian,5
1984,G,Lynnette,5
1984,G,Marian,5
1984,G,Marlene,5
1984,G,Rhea,5
1984,G,Sara-Jane,5
1984,G,Shauna,5
1984,G,Sheona,5
1984,G,Shonagh,5
1984,G,Susanna,5
1984,G,Tracie,5
1984,G,Adelle,4
1984,G,Alia,4
1984,G,Alisha,4
1984,G,Amelia,4
1984,G,Annika,4
1984,G,Asia,4
1984,G,Bobbie,4
1984,G,Caitlin,4
1984,G,Caren,4
1984,G,Carlene,4
1984,G,Carrie-Ann,4
1984,G,Charis,4
1984,G,Cheree,4
1984,G,Claire-Louise,4
1984,G,Corrine,4
1984,G,Daniella,4
1984,G,Darlene,4
1984,G,Davina,4
1984,G,Donnamarie,4
1984,G,Dorothy,4
1984,G,Elinor,4
1984,G,Emma-Jane,4
1984,G,Emma-Louise,4
1984,G,Faith,4
1984,G,Farah,4
1984,G,Flora,4
1984,G,Gwen,4
1984,G,Ilona,4
1984,G,Imogen,4
1984,G,Jaime,4
1984,G,Janey,4
1984,G,Jemima,4
1984,G,Joann,4
1984,G,Joni,4
1984,G,Jordana,4
1984,G,Kareen,4
1984,G,Karly,4
1984,G,Kerry-Anne,4
1984,G,Kiran,4
1984,G,Kristie,4
1984,G,Kristin,4
1984,G,Kristina,4
1984,G,Kym,4
1984,G,Layla,4
1984,G,Leighann,4
1984,G,Liana,4
1984,G,Lisa-Marie,4
1984,G,Loren,4
1984,G,Marisa,4
1984,G,Martina,4
1984,G,May,4
1984,G,Mellissa,4
1984,G,Morgan,4
1984,G,Natalia,4
1984,G,Nathalie,4
1984,G,Nicolle,4
1984,G,Nikola,4
1984,G,Noreen,4
1984,G,Nosheen,4
1984,G,Penelope,4
1984,G,Rachelle,4
1984,G,Rhian,4
1984,G,Rochelle,4
1984,G,Rosaleen,4
1984,G,Sana,4
1984,G,Sarah-Louise,4
1984,G,Senga,4
1984,G,Shari,4
1984,G,Stephenie,4
1984,G,Terrie,4
1984,G,Tessa,4
1984,G,Vivien,4
1984,G,Yasmin,4
1984,G,Yvette,4
1984,G,Abbie,3
1984,G,Adrienne,3
1984,G,Afton,3
1984,G,Alanah,3
1984,G,Alexandria,3
1984,G,Allanah,3
1984,G,Amal,3
1984,G,Ami,3
1984,G,Anne-Louise,3
1984,G,Arianne,3
1984,G,Ayesha,3
1984,G,Aysha,3
1984,G,Bethany,3
1984,G,Briony,3
1984,G,Camille,3
1984,G,Carey,3
1984,G,Caryn,3
1984,G,Cassie,3
1984,G,Chantel,3
1984,G,Chiara,3
1984,G,Christy,3
1984,G,Ciara,3
1984,G,Deanne,3
1984,G,Debora,3
1984,G,Dominique,3
1984,G,Elena,3
1984,G,Eliza,3
1984,G,Emma-Jayne,3
1984,G,Farhana,3
1984,G,Fozia,3
1984,G,Francine,3
1984,G,Greer,3
1984,G,Harriet,3
1984,G,Jasmine,3
1984,G,Jeannette,3
1984,G,Judy,3
1984,G,Julieann,3
1984,G,Karan,3
1984,G,Kari,3
1984,G,Karis,3
1984,G,Katey,3
1984,G,Kellyann,3
1984,G,Kirsti,3
1984,G,Kirstyn,3
1984,G,Kristen,3
1984,G,Kyla,3
1984,G,Lacey,3
1984,G,Laila,3
1984,G,Laraine,3
1984,G,Larissa,3
1984,G,Laura-Anne,3
1984,G,Laureen,3
1984,G,Lea,3
1984,G,Lea-Anne,3
1984,G,Leanna,3
1984,G,Lena,3
1984,G,Leonie,3
1984,G,Lilian,3
1984,G,Linn,3
1984,G,Loraine,3
1984,G,Lucia,3
1984,G,Madeleine,3
1984,G,Maeve,3
1984,G,Mandi,3
1984,G,Marcella,3
1984,G,Margot,3
1984,G,Marie-Ann,3
1984,G,Marie-Clare,3
1984,G,Marjory,3
1984,G,Martha,3
1984,G,Marwa,3
1984,G,Maryanne,3
1984,G,Mhorag,3
1984,G,Michaela,3
1984,G,Monique,3
1984,G,Nisha,3
1984,G,Priya,3
1984,G,Rabia,3
1984,G,Rhia,3
1984,G,Rhoda,3
1984,G,Rhonda,3
1984,G,Rita,3
1984,G,Robin,3
1984,G,Romana,3
1984,G,Rosalyn,3
1984,G,Rosamund,3
1984,G,Rose,3
1984,G,Roseanne,3
1984,G,Rozlyn,3
1984,G,Saima,3
1984,G,Sairah,3
1984,G,Samina,3
1984,G,Sasha,3
1984,G,Shama,3
1984,G,Shamaila,3
1984,G,Shareen,3
1984,G,Sharyn,3
1984,G,Shelagh,3
1984,G,Shereen,3
1984,G,Shiona,3
1984,G,Shirley-Ann,3
1984,G,Sofia,3
1984,G,Sophy,3
1984,G,Stacey-Ann,3
1984,G,Stella,3
1984,G,Suzann,3
1984,G,Tamara,3
1984,G,Therese,3
1984,G,Tricia,3
1984,G,Uzma,3
1984,G,Vhari,3
1984,G,Viki,3
1984,G,Zoey,3
1984,G,Adel,2
1984,G,Adeline,2
1984,G,Adrianna,2
1984,G,Aillish,2
1984,G,Aimie,2
1984,G,Ainslie,2
1984,G,Aishah,2
1984,G,Alisa,2
1984,G,Alix,2
1984,G,Allanagh,2
1984,G,Ambreen,2
1984,G,Amina,2
1984,G,Amira,2
1984,G,Amna,2
1984,G,Andrena,2
1984,G,Andria,2
1984,G,Anisa,2
1984,G,Anjali,2
1984,G,Anna-Louise,2
1984,G,Annabelle,2
1984,G,Anya,2
1984,G,Aoife,2
1984,G,Ariane,2
1984,G,Arran,2
1984,G,Ashlea,2
1984,G,Ashliegh,2
1984,G,Ashly,2
1984,G,Asma,2
1984,G,Astrid,2
1984,G,Aynslie,2
1984,G,Batool,2
1984,G,Becky,2
1984,G,Bethan,2
1984,G,Billie,2
1984,G,Blair,2
1984,G,Bridget,2
1984,G,Careen,2
1984,G,Cari,2
1984,G,Carine,2
1984,G,Carlyn,2
1984,G,Carolyne,2
1984,G,Cathleen,2
1984,G,Cathrine,2
1984,G,Cathy,2
1984,G,Celine,2
1984,G,Chanel,2
1984,G,Charise,2
1984,G,Charleen,2
1984,G,Charline,2
1984,G,Cheryl-Ann,2
1984,G,Cheryll,2
1984,G,Chevonne,2
1984,G,Christopher,2
1984,G,Cindy,2
1984,G,Claudia,2
1984,G,Clayre,2
1984,G,Clementine,2
1984,G,Constance,2
1984,G,Coreena,2
1984,G,Courtney,2
1984,G,Dalia,2
1984,G,Daniela,2
